County,Constituency,Ward,Center,Station,Station code,Voters
Kisumu,Nyando,Awasi/Onjiko,Onjiko Kobong'O Primary School,1,42242120703401,424
Kisumu,Nyando,Awasi/Onjiko,Akwanya Primary School,1,42242120703501,370
Kisumu,Nyando,Awasi/Onjiko,Kokuoyo Primary School,1,42242120703601,640
Kisumu,Nyando,Awasi/Onjiko,Kochieng Primary School,1,42242120703701,175
Kisumu,Nyando,Awasi/Onjiko,Ponge Primary School,1,42242120703801,287
Kisumu,Nyando,Awasi/Onjiko,Miringo Primary School,1,42242120703901,238
Kisumu,Nyando,Ahero,Okanja Primary School,1,42242120804001,663
Kisumu,Nyando,Ahero,Okanja Primary School,2,42242120804002,663
Kisumu,Nyando,Ahero,Okanja Primary School,3,42242120804003,663
Kisumu,Nyando,Ahero,Kasuna Primary School,1,42242120804101,459
Kisumu,Nyando,Ahero,Kasuna Primary School,2,42242120804102,459
Kisumu,Nyando,Ahero,Karanda Primary School,1,42242120804201,533
Kisumu,Nyando,Ahero,Karanda Primary School,2,42242120804202,534
Kisumu,Nyando,Ahero,Karanda Primary School,3,42242120804203,534
Kisumu,Nyando,Ahero,Karanda Primary School,4,42242120804204,534
Kisumu,Nyando,Ahero,Bunde Primary School,1,42242120804301,451
Kisumu,Nyando,Ahero,Bunde Primary School,2,42242120804302,451
Kisumu,Nyando,Ahero,Nyamasao Primary School,1,42242120804401,428
Kisumu,Nyando,Ahero,Nyamasao Primary School,2,42242120804402,429
Kisumu,Nyando,Ahero,Kowuor Primary School,1,42242120804501,387
Kisumu,Nyando,Ahero,Kowuor Primary School,2,42242120804502,388
Kisumu,Nyando,Ahero,Kagimba Primary School,1,42242120804601,430
Kisumu,Nyando,Ahero,Kagimba Primary School,2,42242120804602,431
Kisumu,Nyando,Ahero,Obugi Primary School,1,42242120804701,454
Kisumu,Nyando,Ahero,Obugi Primary School,2,42242120804702,454
Kisumu,Nyando,Ahero,Disi Secondary School,1,42242120804801,553
Kisumu,Nyando,Ahero,Disi Secondary School,2,42242120804802,554
Kisumu,Nyando,Ahero,Kosida Primary School,1,42242120804901,611
Kisumu,Nyando,Ahero,Ombaka Primary School,1,42242120805001,383
Kisumu,Nyando,Ahero,Ombaka Primary School,2,42242120805002,383
Kisumu,Nyando,Ahero,Onjiko Primary School,1,42242120805101,550
Kisumu,Nyando,Ahero,Onjiko Primary School,2,42242120805102,551
Kisumu,Nyando,Ahero,Nyomwaro Primary School,1,42242120805201,612
Kisumu,Nyando,Ahero,Onjiko Secondary School,1,42242120805301,361
Kisumu,Nyando,Ahero,Onjiko Secondary School,2,42242120805302,361
Kisumu,Nyando,Ahero,St Anne'S Ahero Primary School,1,42242120805401,488
Kisumu,Nyando,Ahero,St Anne'S Ahero Primary School,2,42242120805402,489
Kisumu,Nyando,Ahero,Karanda Secondary School,1,42242120805501,479
Kisumu,Nyando,Ahero,Karanda Secondary School,2,42242120805502,480
Kisumu,Nyando,Ahero,Karanda Secondary School,3,42242120805503,479
Kisumu,Nyando,Kabonyo/Kanyagwal,Kolal Primary School,1,42242120905601,622
Kisumu,Nyando,Kabonyo/Kanyagwal,Korwana Primary School,1,42242120905701,497
Kisumu,Nyando,Kabonyo/Kanyagwal,Mao Primary School,1,42242120905801,571
Kisumu,Nyando,Kabonyo/Kanyagwal,Angola Nursery School,1,42242120905901,118
Kisumu,Nyando,Kabonyo/Kanyagwal,Arombo Primary School,1,42242120906001,432
Kisumu,Nyando,Kabonyo/Kanyagwal,Arombo Primary School,2,42242120906002,432
Kisumu,Nyando,Kabonyo/Kanyagwal,Osaria Nursery School,1,42242120906101,468
Kisumu,Nyando,Kabonyo/Kanyagwal,Nyamrundu Primary School,1,42242120906201,380
Kisumu,Nyando,Kabonyo/Kanyagwal,Odienya Primary School,1,42242120906301,362
Kisumu,Nyando,Kabonyo/Kanyagwal,Odienya Primary School,2,42242120906302,362
Kisumu,Nyando,Kabonyo/Kanyagwal,Kandaria Primary School,1,42242120906401,397
Kisumu,Nyando,Kabonyo/Kanyagwal,Nyangande Primary School,1,42242120906501,459
Kisumu,Nyando,Kabonyo/Kanyagwal,Nyangande Primary School,2,42242120906502,460
Kisumu,Nyando,Kabonyo/Kanyagwal,Nduru Primary School,1,42242120906601,612
Kisumu,Nyando,Kabonyo/Kanyagwal,Withur Primary School,1,42242120906701,694
Kisumu,Nyando,Kabonyo/Kanyagwal,Kadete Primary School,1,42242120906801,614
Kisumu,Nyando,Kabonyo/Kanyagwal,Ugwe Primary School,1,42242120906901,503
Kisumu,Nyando,Kabonyo/Kanyagwal,Kasangany Primary School,1,42242120907001,275
Kisumu,Nyando,Kabonyo/Kanyagwal,Ogenya Primary School,1,42242120907101,655
Kisumu,Nyando,Kabonyo/Kanyagwal,Bwanda Primary School,1,42242120907201,423
Kisumu,Nyando,Kabonyo/Kanyagwal,Kibarwa Primary School,1,42242120907301,370
Kisumu,Nyando,Kabonyo/Kanyagwal,Reru Primary School,1,42242120907401,562
Kisumu,Nyando,Kabonyo/Kanyagwal,Kaliech Nursery School,1,42242120907501,268
Kisumu,Nyando,Kabonyo/Kanyagwal,Kanyagwal Secondary School,1,42242120907601,344
Kisumu,Nyando,Kabonyo/Kanyagwal,Oseth Primary School,1,42242120907701,372
Kisumu,Nyando,Kobura,Alendu Primary School,1,42242121007801,581
Kisumu,Nyando,Kobura,Alendu Primary School,2,42242121007802,582
Kisumu,Nyando,Kobura,Alendu Primary School,3,42242121007803,582
Kisumu,Nyando,Kobura,Nyamware Primary School,1,42242121007901,634
Kisumu,Nyando,Kobura,Nyamware Primary School,2,42242121007902,634
Kisumu,Nyando,Kobura,Migingo Primary School,1,42242121008001,469
Kisumu,Nyando,Kobura,Migingo Primary School,2,42242121008002,470
Kisumu,Nyando,Kobura,Migingo Primary School,3,42242121008003,470
Kisumu,Nyando,Kobura,Rabuor Primary School,1,42242121008101,587
Kisumu,Nyando,Kobura,Rabuor Primary School,2,42242121008102,588
Kisumu,Nyando,Kobura,Rabuor Primary School,3,42242121008103,587
Kisumu,Nyando,Kobura,Rabuor Primary School,4,42242121008104,587
Kisumu,Nyando,Kobura,Nyakakana Primary School,1,42242121008201,460
Kisumu,Nyando,Kobura,Nyakakana Primary School,2,42242121008202,460
Kisumu,Nyando,Kobura,Ranjira Primary School,1,42242121008301,565
Kisumu,Nyando,Kobura,Ranjira Primary School,2,42242121008302,566
Kisumu,Nyando,Kobura,Masogo Primary School,1,42242121008401,607
Kisumu,Nyando,Kobura,Masogo Primary School,2,42242121008402,607
Kisumu,Nyando,Kobura,Karombe Primary School,1,42242121008501,623
Kisumu,Nyando,Kobura,Lela Primary School,1,42242121008601,567
Kisumu,Nyando,Kobura,Lela Primary School,2,42242121008602,568
Kisumu,Nyando,Kobura,Lela Primary School,3,42242121008603,567
Kisumu,Nyando,Kobura,Bonde Kakoko Primary School,1,42242121008701,530
Kisumu,Nyando,Kobura,Ong'Eche Primary School,1,42242121008801,661
Kisumu,Nyando,Kobura,Nyamkebe Primary School,1,42242121008901,445
Kisumu,Nyando,Kobura,Nyamkebe Primary School,2,42242121008902,445
Kisumu,Nyando,Kobura,Hongo Ogosa Primary School,1,42242121009001,389
Kisumu,Nyando,Kobura,Hongo Ogosa Primary School,2,42242121009002,389
Kisumu,Nyando,Kobura,Rongo Primary School,1,42242121009101,389
Kisumu,Nyando,Kobura,Rongo Primary School,2,42242121009102,389
Kisumu,Nyando,Kobura,Miguye Primary School,1,42242121009201,535
Kisumu,Nyando,Kobura,Okana Primary School,1,42242121009301,630
Kisumu,Nyando,Kobura,Kaluore Primary School,1,42242121009401,527
Kisumu,Nyando,Kobura,Bungu Primary School,1,42242121009501,411
Kisumu,Nyando,Kobura,Mbega Primary School,1,42242121009601,340
Kisumu,Nyando,Kobura,Kobura Primary School,1,42242121009701,700
Kisumu,Muhoroni,Miwani,Kibos Sch For Blind,1,42243121100101,243
Kisumu,Muhoroni,Miwani,Kisure Primary School,1,42243121100201,419
Kisumu,Muhoroni,Miwani,Jagir Sigh Primary School,1,42243121100301,628
Kisumu,Muhoroni,Miwani,Karunga Primary School,1,42243121100401,183
Kisumu,Muhoroni,Miwani,Miwani Estate Primary School,1,42243121100501,595
Kisumu,Muhoroni,Miwani,Miwani Section Iii Primary School,1,42243121100601,469
Kisumu,Muhoroni,Miwani,Rangombe Primary School,1,42243121100701,459
Kisumu,Muhoroni,Miwani,Olik Oliero Pr Imary School,1,42243121100801,605
Kisumu,Muhoroni,Miwani,Olik Oliero Pr Imary School,2,42243121100802,605
Kisumu,Muhoroni,Miwani,Amilo Primary School,1,42243121100901,517
Kisumu,Muhoroni,Miwani,Amilo Primary School,2,42243121100902,517
Kisumu,Muhoroni,Miwani,Amilo Primary School,3,42243121100903,517
Kisumu,Muhoroni,Miwani,Minyange Primary School,1,42243121101001,457
Kisumu,Muhoroni,Miwani,Kibos Main Prison,1,42243121101101,681
Kisumu,Muhoroni,Miwani,Kibos Medium Prison,1,42243121101201,518
Kisumu,Muhoroni,Miwani,Nyakoko Primary School,1,42243121101301,643
Kisumu,Muhoroni,Miwani,Nyakoko Primary School,2,42243121101302,644
Kisumu,Muhoroni,Miwani,Nyakoko Primary School,3,42243121101303,644
Kisumu,Muhoroni,Ombeyi,Obumba Primary School,1,42243121201401,599
Kisumu,Muhoroni,Ombeyi,Obumba Primary School,2,42243121201402,600
Kisumu,Muhoroni,Ombeyi,Kango Primary School,1,42243121201501,398
Kisumu,Muhoroni,Ombeyi,Kango Primary School,2,42243121201502,399
Kisumu,Muhoroni,Ombeyi,Orenge Primary School,1,42243121201601,416
Kisumu,Muhoroni,Ombeyi,Orenge Primary School,2,42243121201602,417
Kisumu,Muhoroni,Ombeyi,Ombeyi Primary School,1,42243121201701,559
Kisumu,Muhoroni,Ombeyi,Ombeyi Primary School,2,42243121201702,559
Kisumu,Muhoroni,Ombeyi,Ombeyi Primary School,3,42243121201703,559
Kisumu,Muhoroni,Ombeyi,Marega Primary School,1,42243121201801,542
Kisumu,Muhoroni,Ombeyi,Marega Primary School,2,42243121201802,543
Kisumu,Muhoroni,Ombeyi,Nyangoto Primary School,1,42243121201901,457
Kisumu,Muhoroni,Ombeyi,Nyangoto Primary School,2,42243121201902,458
Kisumu,Muhoroni,Ombeyi,Obiayo Primary School,1,42243121202001,575
Kisumu,Muhoroni,Ombeyi,Kigoche Primary School,1,42243121202101,660
Kisumu,Muhoroni,Ombeyi,Achuodho Primary School,1,42243121202201,345
Kisumu,Muhoroni,Ombeyi,Keyo Primary School,1,42243121202301,311
Kisumu,Muhoroni,Ombeyi,Kiliti Primary School,1,42243121202401,521
Kisumu,Muhoroni,Ombeyi,Kiliti Primary School,2,42243121202402,521
Kisumu,Muhoroni,Ombeyi,Mitando Primary School,1,42243121202501,448
Kisumu,Muhoroni,Ombeyi,Masara Primary School,1,42243121202601,598
Kisumu,Muhoroni,Ombeyi,Masara Primary School,2,42243121202602,598
Kisumu,Muhoroni,Ombeyi,Yawo Primary School,1,42243121202701,371
Kisumu,Muhoroni,Ombeyi,Yawo Primary School,2,42243121202702,371
Kisumu,Muhoroni,Masogo/Nyang'Oma,Ogwodo Primary School,1,42243121302801,362
Kisumu,Muhoroni,Masogo/Nyang'Oma,Ogwodo Primary School,2,42243121302802,363
Kisumu,Muhoroni,Masogo/Nyang'Oma,Ogilo Primary School,1,42243121302901,508
Kisumu,Muhoroni,Masogo/Nyang'Oma,Ngiti Primary School,1,42243121303001,255
Kisumu,Muhoroni,Masogo/Nyang'Oma,Obago Primary School,1,42243121303101,386
Kisumu,Muhoroni,Masogo/Nyang'Oma,Obago Primary School,2,42243121303102,386
Kisumu,Muhoroni,Masogo/Nyang'Oma,Magare Primary School,1,42243121303201,406
Kisumu,Muhoroni,Masogo/Nyang'Oma,Magare Primary School,2,42243121303202,407
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyangoma Primary School,1,42243121303301,462
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyangoma Primary School,2,42243121303302,462
Kisumu,Muhoroni,Masogo/Nyang'Oma,Angogo Primary School,1,42243121303401,649
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyadundo Primary School,1,42243121303501,452
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyadundo Primary School,2,42243121303502,452
Kisumu,Muhoroni,Masogo/Nyang'Oma,Ngere Kagoro Primary School,1,42243121303601,651
Kisumu,Muhoroni,Masogo/Nyang'Oma,Ngere Kagoro Primary School,2,42243121303602,652
Kisumu,Muhoroni,Masogo/Nyang'Oma,Osiri Primary School,1,42243121303701,686
Kisumu,Muhoroni,Masogo/Nyang'Oma,Simbi Primary School,1,42243121303801,403
Kisumu,Muhoroni,Masogo/Nyang'Oma,Paw Teng Primary School,1,42243121303901,695
Kisumu,Muhoroni,Masogo/Nyang'Oma,Paw Teng Primary School,2,42243121303902,695
Kisumu,Muhoroni,Masogo/Nyang'Oma,Paw Teng Primary School,3,42243121303903,695
Kisumu,Muhoroni,Masogo/Nyang'Oma,Sanda Primary School,1,42243121304001,159
Kisumu,Muhoroni,Masogo/Nyang'Oma,Sangayo Primary School,1,42243121304101,559
Kisumu,Muhoroni,Masogo/Nyang'Oma,Milenye Primary School,1,42243121304201,478
Kisumu,Muhoroni,Masogo/Nyang'Oma,Milenye Primary School,2,42243121304202,479
Kisumu,Muhoroni,Masogo/Nyang'Oma,Mikiria Primary School,1,42243121304301,652
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyarenda Primary School,1,42243121304401,242
Kisumu,Muhoroni,Masogo/Nyang'Oma,Wambi Primary School,1,42243121304501,307
Kisumu,Muhoroni,Masogo/Nyang'Oma,Chemelil Market Dispensary,1,42243121304601,506
Kisumu,Muhoroni,Masogo/Nyang'Oma,Chemelil Market Dispensary,2,42243121304602,506
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyalenya Primary School,1,42243121304701,366
Kisumu,Muhoroni,Masogo/Nyang'Oma,Nyakunguru Primary School,1,42243121304801,685
Kisumu,Muhoroni,Masogo/Nyang'Oma,Okwach Primary School,1,42243121304901,404
Kisumu,Muhoroni,Masogo/Nyang'Oma,Okwach Primary School,2,42243121304902,404
Kisumu,Muhoroni,Chemelil,Kibigori Primary School,1,42243121405001,618
Kisumu,Muhoroni,Chemelil,Kibigori Primary School,2,42243121405002,619
Kisumu,Muhoroni,Chemelil,Oroba Primary School,1,42243121405101,544
Kisumu,Muhoroni,Chemelil,Oroba Primary School,2,42243121405102,545
Kisumu,Muhoroni,Chemelil,Factory Primary School,1,42243121405201,483
Kisumu,Muhoroni,Chemelil,Factory Primary School,2,42243121405202,484
Kisumu,Muhoroni,Chemelil,Factory Primary School,3,42243121405203,484
Kisumu,Muhoroni,Chemelil,Chmelil B1 Primary School,1,42243121405301,268
Kisumu,Muhoroni,Chemelil,Nyangore Primary School,1,42243121405401,455
Kisumu,Muhoroni,Chemelil,Ogen Primary School,1,42243121405501,552
Kisumu,Muhoroni,Chemelil,Ogen Primary School,2,42243121405502,553
Kisumu,Muhoroni,Chemelil,Ogen Primary School,3,42243121405503,553
Kisumu,Muhoroni,Chemelil,Gul Yago Primary School,1,42243121405601,499
Kisumu,Muhoroni,Chemelil,Songhor Primary School,1,42243121405701,690
Kisumu,Muhoroni,Chemelil,Achego Primary School,1,42243121405801,516
Kisumu,Muhoroni,Chemelil,Achego Primary School,2,42243121405802,516
Kisumu,Muhoroni,Chemelil,Oneno Nam Primary School,1,42243121405901,382
Kisumu,Muhoroni,Chemelil,Lwala Primary School,1,42243121406001,466
Kisumu,Muhoroni,Chemelil,God-Abuoro Primary School,1,42243121406101,447
Kisumu,Muhoroni,Chemelil,God-Abuoro Primary School,2,42243121406102,448
Kisumu,Muhoroni,Chemelil,Yago Primary School,1,42243121406201,312
Kisumu,Muhoroni,Chemelil,Makindu Primary School,1,42243121406301,421
Kisumu,Muhoroni,Chemelil,Makindu Primary School,2,42243121406302,422
Kisumu,Muhoroni,Chemelil,Oduwo Primary School,1,42243121406401,448
Kisumu,Muhoroni,Chemelil,Oduwo Primary School,2,42243121406402,448
Kisumu,Muhoroni,Chemelil,Tamu Primary School,1,42243121406501,594
Kisumu,Muhoroni,Chemelil,Sugar Belt Union Offices,1,42243121406601,589
Kisumu,Muhoroni,Chemelil,Sugar Belt Union Offices,2,42243121406602,589
Kisumu,Muhoroni,Chemelil,Tamu Market (Tents),1,42243121406701,373
Kisumu,Muhoroni,Chemelil,Tamu Market (Tents),2,42243121406702,374
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Factory Primary School,1,42243121506801,581
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Primary School,1,42243121506901,569
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Primary School,2,42243121506902,569
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Primary School,3,42243121506903,569
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Primary School,4,42243121506904,569
Kisumu,Muhoroni,Muhoroni/Koru,Tonde Primary School,1,42243121507001,371
Kisumu,Muhoroni,Muhoroni/Koru,Tonde Primary School,2,42243121507002,372
Kisumu,Muhoroni,Muhoroni/Koru,God-Nyithindo Primary School,1,42243121507101,353
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Township Primary School,1,42243121507201,559
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Township Primary School,2,42243121507202,559
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Township Primary School,3,42243121507203,559
Kisumu,Muhoroni,Muhoroni/Koru,Mtwala Primary School,1,42243121507301,366
Kisumu,Muhoroni,Muhoroni/Koru,Mtwala Primary School,2,42243121507302,367
Kisumu,Muhoroni,Muhoroni/Koru,Ruke Primary School,1,42243121507401,503
Kisumu,Muhoroni,Muhoroni/Koru,Legetet Primary School,1,42243121507501,481
Kisumu,Muhoroni,Muhoroni/Koru,Legetet Primary School,2,42243121507502,481
Kisumu,Muhoroni,Muhoroni/Koru,Menara Primary School,1,42243121507601,417
Kisumu,Muhoroni,Muhoroni/Koru,Menara Primary School,2,42243121507602,417
Kisumu,Muhoroni,Muhoroni/Koru,St Jonhs Koru Primary School,1,42243121507701,355
Kisumu,Muhoroni,Muhoroni/Koru,St Jonhs Koru Primary School,2,42243121507702,356
Kisumu,Muhoroni,Muhoroni/Koru,Ogwedhi Primary School,1,42243121507801,381
Kisumu,Muhoroni,Muhoroni/Koru,Ogwedhi Primary School,2,42243121507802,382
Kisumu,Muhoroni,Muhoroni/Koru,Nyando Primary School,1,42243121507901,340
Kisumu,Muhoroni,Muhoroni/Koru,Oyani Primary School,1,42243121508001,475
Kisumu,Muhoroni,Muhoroni/Koru,Kandege Primary School,1,42243121508101,555
Kisumu,Muhoroni,Muhoroni/Koru,Sauset Primary School,1,42243121508201,392
Kisumu,Muhoroni,Muhoroni/Koru,Kipsamwe Primary School,1,42243121508301,624
Kisumu,Muhoroni,Muhoroni/Koru,Cheptuyet Primary School,1,42243121508401,482
Kisumu,Muhoroni,Muhoroni/Koru,Succcess Primary School,1,42243121508501,498
Kisumu,Muhoroni,Muhoroni/Koru,Succcess Primary School,2,42243121508502,498
Kisumu,Muhoroni,Muhoroni/Koru,Kipturi Primary School,1,42243121508601,408
Kisumu,Muhoroni,Muhoroni/Koru,Kipturi Primary School,2,42243121508602,408
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Secondary School,1,42243121508701,579
Kisumu,Muhoroni,Muhoroni/Koru,Muhoroni Secondary School,2,42243121508702,579
Kisumu,Muhoroni,Muhoroni/Koru,Koru Township Primary School,1,42243121508801,494
Kisumu,Muhoroni,Muhoroni/Koru,Koru Township Primary School,2,42243121508802,494
Kisumu,Muhoroni,Muhoroni/Koru,Koru Township Primary School,3,42243121508803,494
Kisumu,Nyakach,South West Nyakach,Nyamarimba Primary School,1,42244121600101,656
Kisumu,Nyakach,South West Nyakach,Anding'O Bware Primary School,1,42244121600201,606
Kisumu,Nyakach,South West Nyakach,Bar Kawarinda Primary School,1,42244121600301,392
Kisumu,Nyakach,South West Nyakach,Bar Kawarinda Primary School,2,42244121600302,393
Kisumu,Nyakach,South West Nyakach,Bungumeri Primary School,1,42244121600401,278
Kisumu,Nyakach,South West Nyakach,St. Hillary Kajimbo Primary School,1,42244121600501,319
Kisumu,Nyakach,South West Nyakach,Oboch Primary School,1,42244121600601,654
Kisumu,Nyakach,South West Nyakach,Oboch Primary School,2,42244121600602,654
Kisumu,Nyakach,South West Nyakach,Miriu Primary School,1,42244121600701,360
Kisumu,Nyakach,South West Nyakach,Miriu Primary School,2,42244121600702,360
Kisumu,Nyakach,South West Nyakach,Obwora Primary School,1,42244121600801,628
Kisumu,Nyakach,South West Nyakach,Ng'Ope Primary School,1,42244121600901,262
Kisumu,Nyakach,South West Nyakach,Apoko Primary School,1,42244121601001,361
Kisumu,Nyakach,South West Nyakach,Apoko Primary School,2,42244121601002,361
Kisumu,Nyakach,South West Nyakach,Ramula Primary School,1,42244121601101,555
Kisumu,Nyakach,South West Nyakach,Rakwaro Primary School,1,42244121601201,488
Kisumu,Nyakach,South West Nyakach,Othith Primary School,1,42244121601301,263
Kisumu,Nyakach,South West Nyakach,Chachi Primary School,1,42244121601401,480
Kisumu,Nyakach,South West Nyakach,Nyakach Mixed Primary School,1,42244121601501,462
Kisumu,Nyakach,South West Nyakach,Guul Maembe Primary School,1,42244121601601,238
Kisumu,Nyakach,North Nyakach,Rae Primary School,1,42244121701701,547
Kisumu,Nyakach,North Nyakach,Rae Primary School,2,42244121701702,547
Kisumu,Nyakach,North Nyakach,St. Alloys Primary School,1,42244121701801,686
Kisumu,Nyakach,North Nyakach,Oremo Primary School,1,42244121701901,602
Kisumu,Nyakach,North Nyakach,Urudi Primary School,1,42244121702001,442
Kisumu,Nyakach,North Nyakach,Urudi Primary School,2,42244121702002,443
Kisumu,Nyakach,North Nyakach,Wasare Primary School,1,42244121702101,546
Kisumu,Nyakach,North Nyakach,Kanyalwal Primary School,1,42244121702201,514
Kisumu,Nyakach,North Nyakach,Lisana Primary School,1,42244121702301,390
Kisumu,Nyakach,North Nyakach,Lisana Primary School,2,42244121702302,390
Kisumu,Nyakach,North Nyakach,Kagwel Primary School,1,42244121702401,422
Kisumu,Nyakach,North Nyakach,Nduga Primary School,1,42244121702501,665
Kisumu,Nyakach,North Nyakach,Magunga Primary School,1,42244121702601,573
Kisumu,Nyakach,North Nyakach,Magunga Primary School,2,42244121702602,574
Kisumu,Nyakach,North Nyakach,Kowire Primary School,1,42244121702701,681
Kisumu,Nyakach,North Nyakach,Kowire Primary School,2,42244121702702,681
Kisumu,Nyakach,North Nyakach,Kowire Primary School,3,42244121702703,681
Kisumu,Nyakach,North Nyakach,Thurgem Primary School,1,42244121702801,540
Kisumu,Nyakach,North Nyakach,Thurgem Primary School,2,42244121702802,540
Kisumu,Nyakach,North Nyakach,Cherwa Primary School,1,42244121702901,501
Kisumu,Nyakach,North Nyakach,Maraba Primary School,1,42244121703001,402
Kisumu,Nyakach,North Nyakach,Sigoti Primary School,1,42244121703101,450
Kisumu,Nyakach,North Nyakach,Sigoti Primary School,2,42244121703102,450
Kisumu,Nyakach,North Nyakach,Michura Primary School,1,42244121703201,155
Kisumu,Nyakach,North Nyakach,Ndori R.C. Primary School,1,42244121703301,460
Kisumu,Nyakach,North Nyakach,Ndori R.C. Primary School,2,42244121703302,460
Kisumu,Nyakach,North Nyakach,Got Onyuongo Primary School,1,42244121703401,531
Kisumu,Nyakach,North Nyakach,Nyamarumbe Primary School,1,42244121703501,445
Kisumu,Nyakach,North Nyakach,Ochwado Primary School,1,42244121703601,323
Kisumu,Nyakach,North Nyakach,Kokungu Primary School,1,42244121703701,314
Kisumu,Nyakach,North Nyakach,Wenwa Primary School,1,42244121703801,508
Kisumu,Nyakach,North Nyakach,Ng'Omo Primary School,1,42244121703901,406
Kisumu,Nyakach,North Nyakach,Ng'Omo Primary School,2,42244121703902,406
Kisumu,Nyakach,North Nyakach,Obingo Primary School,1,42244121704001,498
Kisumu,Nyakach,North Nyakach,Obuon Primary School,1,42244121704101,384
Kisumu,Nyakach,North Nyakach,Miruka Primary School,1,42244121704201,307
Kisumu,Nyakach,North Nyakach,Bwaja Primary School,1,42244121704301,503
Kisumu,Nyakach,North Nyakach,Kasawo Primary School,1,42244121704401,231
Kisumu,Nyakach,North Nyakach,Kanyateng' Primary School,1,42244121704501,202
Kisumu,Nyakach,North Nyakach,Asao Primary School,1,42244121704601,390
Kisumu,Nyakach,North Nyakach,Paw Tenge Primary School,1,42244121704701,290
Kisumu,Nyakach,Central Nyakach,Ragen A.I.C. Primary School,1,42244121804801,483
Kisumu,Nyakach,Central Nyakach,Ragen A.I.C. Primary School,2,42244121804802,484
Kisumu,Nyakach,Central Nyakach,Bugo Primary School,1,42244121804901,473
Kisumu,Nyakach,Central Nyakach,Bugo Primary School,2,42244121804902,474
Kisumu,Nyakach,Central Nyakach,Nyalunya Primary School,1,42244121805001,641
Kisumu,Nyakach,Central Nyakach,Nyabola Primary School,1,42244121805101,599
Kisumu,Nyakach,Central Nyakach,Ogilo Komulo Primary School,1,42244121805201,365
Kisumu,Nyakach,Central Nyakach,Pedo Primary School,1,42244121805301,671
Kisumu,Nyakach,Central Nyakach,Olwalo Primary School,1,42244121805401,475
Kisumu,Nyakach,Central Nyakach,Kogola Primary School,1,42244121805501,606
Kisumu,Nyakach,Central Nyakach,Kogola Primary School,2,42244121805502,606
Kisumu,Nyakach,Central Nyakach,Pap Lisana Primary School,1,42244121805601,506
Kisumu,Nyakach,Central Nyakach,Kachan Primary School,1,42244121805701,647
Kisumu,Nyakach,Central Nyakach,Kodum Primary School,1,42244121805801,394
Kisumu,Nyakach,Central Nyakach,Kodum Primary School,2,42244121805802,395
Kisumu,Nyakach,Central Nyakach,Nyaksure Primary School,1,42244121805901,337
Kisumu,Nyakach,Central Nyakach,Obuginam Primary School,1,42244121806001,613
Kisumu,Nyakach,Central Nyakach,Bur Kamwana Primary School,1,42244121806101,464
Kisumu,Nyakach,Central Nyakach,Olembo Primary School,1,42244121806201,665
Kisumu,Nyakach,Central Nyakach,Kandiege Primary School,1,42244121806301,397
Kisumu,Nyakach,Central Nyakach,Moro Primary School,1,42244121806401,621
Kisumu,Nyakach,Central Nyakach,Kawili Primary School,1,42244121806501,207
Kisumu,Nyakach,Central Nyakach,Ragen R.C. Primary School,1,42244121806601,440
Kisumu,Nyakach,Central Nyakach,Ragen R.C. Primary School,2,42244121806602,441
Kisumu,Nyakach,Central Nyakach,Konditi Primary School,1,42244121806701,386
Kisumu,Nyakach,West Nyakach,Nyong'Ong'A Primary School,1,42244121906801,509
Kisumu,Nyakach,West Nyakach,Nyong'Ong'A Primary School,2,42244121906802,510
Kisumu,Nyakach,West Nyakach,Obange Primary School,1,42244121906901,496
Kisumu,Nyakach,West Nyakach,Obange Primary School,2,42244121906902,497
Kisumu,Nyakach,West Nyakach,Bala Primary School,1,42244121907001,447
Kisumu,Nyakach,West Nyakach,Bala Primary School,2,42244121907002,448
Kisumu,Nyakach,West Nyakach,Mbugra Primary School,1,42244121907101,693
Kisumu,Nyakach,West Nyakach,Mbora Primary School,1,42244121907201,341
Kisumu,Nyakach,West Nyakach,Anding'O Opanga Primary School,1,42244121907301,626
Kisumu,Nyakach,West Nyakach,Kobong'O Primary School,1,42244121907401,423
Kisumu,Nyakach,West Nyakach,Kobong'O Primary School,2,42244121907402,423
Kisumu,Nyakach,West Nyakach,Oriang' Primary School,1,42244121907501,360
Kisumu,Nyakach,West Nyakach,Oriang' Primary School,2,42244121907502,361
Kisumu,Nyakach,West Nyakach,Sangoburu Primary School,1,42244121907601,611
Kisumu,Nyakach,West Nyakach,Nyakwere Primary School,1,42244121907701,567
